mFecChannel= 1 hubAddress= 5 pixelFedId= 0 pixelFedChannel= 1 rocCount= 3 globalRocId= 5 globalPortAddress= 6 pixelSlowHubPort= 2 pltSlowHubPort= 1 pixelSlowHubAddress= 0 
FEDID= 0  FEDchannel= 2 AHOB= 18 ThisAOHG= 0 Baseline=   306.791 +/-     2.011
FEDID= 0  FEDchannel= 2 AHOB= 19 ThisAOHG= 0 Baseline=   354.097 +/-     2.068
FEDID= 0  FEDchannel= 2 AHOB= 20 ThisAOHG= 0 Baseline=   402.620 +/-     2.147
FEDID= 0  FEDchannel= 2 AHOB= 21 ThisAOHG= 0 Baseline=   452.625 +/-     2.232
FEDID= 0  FEDchannel= 2 AHOB= 22 ThisAOHG= 0 Baseline=   502.769 +/-     2.225
FEDID= 0  FEDchannel= 2 AHOB= 23 ThisAOHG= 0 Baseline=   554.246 +/-     2.325
FEDID= 0  FEDchannel= 2 AHOB= 24 ThisAOHG= 0 Baseline=   605.368 +/-     2.278
FEDID= 0  FEDchannel= 2 AHOB= 25 ThisAOHG= 0 Baseline=   658.330 +/-     2.320
FEDID= 0  FEDchannel= 2 AHOB= 26 ThisAOHG= 0 Baseline=   711.199 +/-     2.239
FEDID= 0  FEDchannel= 2 AHOB= 27 ThisAOHG= 0 Baseline=   764.592 +/-     2.351
FEDID= 0  FEDchannel= 2 AHOB= 28 ThisAOHG= 0 Baseline=   817.796 +/-     2.353
FEDID= 0  FEDchannel= 2 AHOB= 29 ThisAOHG= 0 Baseline=   871.904 +/-     2.425
FEDID= 0  FEDchannel= 2 AHOB= 30 ThisAOHG= 0 Baseline=   926.067 +/-     2.627
mFecChannel= 1 hubAddress= 13 pixelFedId= 0 pixelFedChannel= 2 rocCount= 3 globalRocId= 5 globalPortAddress= 6 pixelSlowHubPort= 2 pltSlowHubPort= 3 pixelSlowHubAddress= 1 
id= 1 portAddress= 0 pltFedId= 0 pltFedChannel= 4 pltSlowHubAddress= 0
PltFEDID= 0  pltFEDchannel= 4 rocid= 0 AHOB= 25 ThisAOHG= 0 Baseline=   173.838 +/-     0.644
PltFEDID= 0  pltFEDchannel= 4 rocid= 0 AHOB= 26 ThisAOHG= 0 Baseline=   122.495 +/-     0.598
PltFEDID= 0  pltFEDchannel= 4 rocid= 0 AHOB= 27 ThisAOHG= 0 Baseline=   131.406 +/-     0.623
PltFEDID= 0  pltFEDchannel= 4 rocid= 0 AHOB= 28 ThisAOHG= 0 Baseline=   140.417 +/-     0.603
PltFEDID= 0  pltFEDchannel= 4 rocid= 0 AHOB= 29 ThisAOHG= 0 Baseline=   149.281 +/-     0.620
PltFEDID= 0  pltFEDchannel= 4 rocid= 0 AHOB= 30 ThisAOHG= 0 Baseline=   158.635 +/-     0.595
PltFEDID= 0  pltFEDchannel= 4 rocid= 0 AHOB= 31 ThisAOHG= 0 Baseline=   167.990 +/-     0.614
PltFEDID= 0  pltFEDchannel= 4 rocid= 0 AHOB= 32 ThisAOHG= 0 Baseline=   177.509 +/-     0.636
PltFEDID= 0  pltFEDchannel= 4 rocid= 0 AHOB= 33 ThisAOHG= 0 Baseline=   187.384 +/-     0.676
PltFEDID= 0  pltFEDchannel= 4 rocid= 0 AHOB= 34 ThisAOHG= 0 Baseline=   197.355 +/-     0.666
PltFEDID= 0  pltFEDchannel= 4 rocid= 0 AHOB= 35 ThisAOHG= 0 Baseline=   207.585 +/-     0.629
PltFEDID= 0  pltFEDchannel= 4 rocid= 0 AHOB= 36 ThisAOHG= 0 Baseline=   218.045 +/-     0.635
PltFEDID= 0  pltFEDchannel= 4 rocid= 0 AHOB= 37 ThisAOHG= 0 Baseline=   228.461 +/-     0.651
PltFEDID= 0  pltFEDchannel= 4 rocid= 0 AHOB= 38 ThisAOHG= 0 Baseline=   239.191 +/-     0.682
PltFEDID= 0  pltFEDchannel= 4 rocid= 0 AHOB= 39 ThisAOHG= 0 Baseline=   249.928 +/-     0.721
PltFEDID= 0  pltFEDchannel= 4 rocid= 0 AHOB= 40 ThisAOHG= 0 Baseline=   260.980 +/-     0.746
mFecChannel= 1 hubAddress= 13 pixelFedId= 0 pixelFedChannel= 2 rocCount= 3 globalRocId= 5 globalPortAddress= 6 pixelSlowHubPort= 2 pltSlowHubPort= 3 pixelSlowHubAddress= 1 
id= 2 portAddress= 1 pltFedId= 0 pltFedChannel= 5 pltSlowHubAddress= 1
PltFEDID= 0  pltFEDchannel= 5 rocid= 1 AHOB= 25 ThisAOHG= 0 Baseline=   243.205 +/-     0.844
PltFEDID= 0  pltFEDchannel= 5 rocid= 1 AHOB= 26 ThisAOHG= 0 Baseline=   294.479 +/-     0.920
PltFEDID= 0  pltFEDchannel= 5 rocid= 1 AHOB= 27 ThisAOHG= 0 Baseline=   346.790 +/-     0.869
PltFEDID= 0  pltFEDchannel= 5 rocid= 1 AHOB= 28 ThisAOHG= 0 Baseline=   400.621 +/-     0.889
PltFEDID= 0  pltFEDchannel= 5 rocid= 1 AHOB= 29 ThisAOHG= 0 Baseline=   455.617 +/-     0.880
PltFEDID= 0  pltFEDchannel= 5 rocid= 1 AHOB= 30 ThisAOHG= 0 Baseline=   511.277 +/-     0.886
PltFEDID= 0  pltFEDchannel= 5 rocid= 1 AHOB= 31 ThisAOHG= 0 Baseline=   567.665 +/-     0.933
PltFEDID= 0  pltFEDchannel= 5 rocid= 1 AHOB= 32 ThisAOHG= 0 Baseline=   623.915 +/-     0.888
PltFEDID= 0  pltFEDchannel= 5 rocid= 1 AHOB= 33 ThisAOHG= 0 Baseline=   681.167 +/-     1.060
PltFEDID= 0  pltFEDchannel= 5 rocid= 1 AHOB= 34 ThisAOHG= 0 Baseline=   739.084 +/-     0.968
PltFEDID= 0  pltFEDchannel= 5 rocid= 1 AHOB= 35 ThisAOHG= 0 Baseline=   796.946 +/-     1.049
PltFEDID= 0  pltFEDchannel= 5 rocid= 1 AHOB= 36 ThisAOHG= 0 Baseline=   854.946 +/-     1.190
PltFEDID= 0  pltFEDchannel= 5 rocid= 1 AHOB= 37 ThisAOHG= 0 Baseline=   912.802 +/-     1.265
PltFEDID= 0  pltFEDchannel= 5 rocid= 1 AHOB= 38 ThisAOHG= 0 Baseline=   969.974 +/-     1.687
PltFEDID= 0  pltFEDchannel= 5 rocid= 1 AHOB= 39 ThisAOHG= 0 Baseline=     0.000 +/-     0.000
PltFEDID= 0  pltFEDchannel= 5 rocid= 1 AHOB= 40 ThisAOHG= 0 Baseline=     0.000 +/-     0.000
mFecChannel= 1 hubAddress= 13 pixelFedId= 0 pixelFedChannel= 2 rocCount= 3 globalRocId= 5 globalPortAddress= 6 pixelSlowHubPort= 2 pltSlowHubPort= 3 pixelSlowHubAddress= 1 
id= 3 portAddress= 2 pltFedId= 0 pltFedChannel= 6 pltSlowHubAddress= 2
PltFEDID= 0  pltFEDchannel= 6 rocid= 2 AHOB= 25 ThisAOHG= 0 Baseline=   458.696 +/-     1.004
PltFEDID= 0  pltFEDchannel= 6 rocid= 2 AHOB= 26 ThisAOHG= 0 Baseline=   519.032 +/-     0.982
PltFEDID= 0  pltFEDchannel= 6 rocid= 2 AHOB= 27 ThisAOHG= 0 Baseline=   579.685 +/-     0.960
PltFEDID= 0  pltFEDchannel= 6 rocid= 2 AHOB= 28 ThisAOHG= 0 Baseline=   641.124 +/-     0.936
PltFEDID= 0  pltFEDchannel= 6 rocid= 2 AHOB= 29 ThisAOHG= 0 Baseline=   703.541 +/-     1.007
PltFEDID= 0  pltFEDchannel= 6 rocid= 2 AHOB= 30 ThisAOHG= 0 Baseline=   765.920 +/-     0.973
PltFEDID= 0  pltFEDchannel= 6 rocid= 2 AHOB= 31 ThisAOHG= 0 Baseline=   828.386 +/-     0.968
PltFEDID= 0  pltFEDchannel= 6 rocid= 2 AHOB= 32 ThisAOHG= 0 Baseline=   892.874 +/-     0.951
PltFEDID= 0  pltFEDchannel= 6 rocid= 2 AHOB= 33 ThisAOHG= 0 Baseline=   955.975 +/-     0.990
PltFEDID= 0  pltFEDchannel= 6 rocid= 2 AHOB= 34 ThisAOHG= 0 Baseline=     0.000 +/-     0.000
PltFEDID= 0  pltFEDchannel= 6 rocid= 2 AHOB= 35 ThisAOHG= 0 Baseline=     0.000 +/-     0.000
PltFEDID= 0  pltFEDchannel= 6 rocid= 2 AHOB= 36 ThisAOHG= 0 Baseline=     0.000 +/-     0.000
PltFEDID= 0  pltFEDchannel= 6 rocid= 2 AHOB= 37 ThisAOHG= 0 Baseline=     0.000 +/-     0.000
PltFEDID= 0  pltFEDchannel= 6 rocid= 2 AHOB= 38 ThisAOHG= 0 Baseline=     0.000 +/-     0.000
PltFEDID= 0  pltFEDchannel= 6 rocid= 2 AHOB= 39 ThisAOHG= 0 Baseline=     0.000 +/-     0.000
PltFEDID= 0  pltFEDchannel= 6 rocid= 2 AHOB= 40 ThisAOHG= 0 Baseline=     0.000 +/-     0.000
mFecChannel= 1 hubAddress= 21 pixelFedId= 0 pixelFedChannel= 4 rocCount= 3 globalRocId= 5 globalPortAddress= 6 pixelSlowHubPort= 5 pltSlowHubPort= 4 pixelSlowHubAddress= 0 
FEDID= 0  FEDchannel= 4 AHOB= 15 ThisAOHG= 0 Baseline=   267.706 +/-    33.424
FEDID= 0  FEDchannel= 4 AHOB= 16 ThisAOHG= 0 Baseline=   309.855 +/-     1.626
FEDID= 0  FEDchannel= 4 AHOB= 17 ThisAOHG= 0 Baseline=   359.076 +/-     1.738
FEDID= 0  FEDchannel= 4 AHOB= 18 ThisAOHG= 0 Baseline=   409.884 +/-     1.862
FEDID= 0  FEDchannel= 4 AHOB= 19 ThisAOHG= 0 Baseline=   461.454 +/-     1.829
FEDID= 0  FEDchannel= 4 AHOB= 20 ThisAOHG= 0 Baseline=   514.814 +/-     1.839
FEDID= 0  FEDchannel= 4 AHOB= 21 ThisAOHG= 0 Baseline=   568.148 +/-     1.862
FEDID= 0  FEDchannel= 4 AHOB= 22 ThisAOHG= 0 Baseline=   622.717 +/-     1.842
FEDID= 0  FEDchannel= 4 AHOB= 23 ThisAOHG= 0 Baseline=   677.526 +/-     1.932
FEDID= 0  FEDchannel= 4 AHOB= 24 ThisAOHG= 0 Baseline=   732.157 +/-     1.994
FEDID= 0  FEDchannel= 4 AHOB= 25 ThisAOHG= 0 Baseline=   788.015 +/-     2.033
FEDID= 0  FEDchannel= 4 AHOB= 26 ThisAOHG= 0 Baseline=   844.241 +/-     2.088
FEDID= 0  FEDchannel= 4 AHOB= 27 ThisAOHG= 0 Baseline=   900.136 +/-     2.100
FEDID= 0  FEDchannel= 4 AHOB= 28 ThisAOHG= 0 Baseline=   958.000 +/-     2.117
FEDID= 0  FEDchannel= 4 AHOB= 29 ThisAOHG= 0 Baseline=     0.000 +/-     0.000
FEDID= 0  FEDchannel= 4 AHOB= 30 ThisAOHG= 0 Baseline=     0.000 +/-     0.000
mFecChannel= 1 hubAddress= 21 pixelFedId= 0 pixelFedChannel= 4 rocCount= 3 globalRocId= 5 globalPortAddress= 6 pixelSlowHubPort= 5 pltSlowHubPort= 4 pixelSlowHubAddress= 0 
id= 1 portAddress= 0 pltFedId= 0 pltFedChannel= 10 pltSlowHubAddress= 0
PltFEDID= 0  pltFEDchannel= 10 rocid= 0 AHOB= 25 ThisAOHG= 0 Baseline=   590.757 +/-     0.780
PltFEDID= 0  pltFEDchannel= 10 rocid= 0 AHOB= 26 ThisAOHG= 0 Baseline=   252.991 +/-     1.138
PltFEDID= 0  pltFEDchannel= 10 rocid= 0 AHOB= 27 ThisAOHG= 0 Baseline=   311.165 +/-     1.440
PltFEDID= 0  pltFEDchannel= 10 rocid= 0 AHOB= 28 ThisAOHG= 0 Baseline=   369.103 +/-     1.253
PltFEDID= 0  pltFEDchannel= 10 rocid= 0 AHOB= 29 ThisAOHG= 0 Baseline=   427.301 +/-     1.175
PltFEDID= 0  pltFEDchannel= 10 rocid= 0 AHOB= 30 ThisAOHG= 0 Baseline=   484.936 +/-     0.981
PltFEDID= 0  pltFEDchannel= 10 rocid= 0 AHOB= 31 ThisAOHG= 0 Baseline=   545.740 +/-     0.955
PltFEDID= 0  pltFEDchannel= 10 rocid= 0 AHOB= 32 ThisAOHG= 0 Baseline=   606.200 +/-     0.997
PltFEDID= 0  pltFEDchannel= 10 rocid= 0 AHOB= 33 ThisAOHG= 0 Baseline=   668.700 +/-     0.910
PltFEDID= 0  pltFEDchannel= 10 rocid= 0 AHOB= 34 ThisAOHG= 0 Baseline=   730.315 +/-     0.957
PltFEDID= 0  pltFEDchannel= 10 rocid= 0 AHOB= 35 ThisAOHG= 0 Baseline=   793.631 +/-     1.000
PltFEDID= 0  pltFEDchannel= 10 rocid= 0 AHOB= 36 ThisAOHG= 0 Baseline=   855.649 +/-     0.979
PltFEDID= 0  pltFEDchannel= 10 rocid= 0 AHOB= 37 ThisAOHG= 0 Baseline=   919.335 +/-     1.033
PltFEDID= 0  pltFEDchannel= 10 rocid= 0 AHOB= 38 ThisAOHG= 0 Baseline=   981.561 +/-     1.057
PltFEDID= 0  pltFEDchannel= 10 rocid= 0 AHOB= 39 ThisAOHG= 0 Baseline=     0.000 +/-     0.000
PltFEDID= 0  pltFEDchannel= 10 rocid= 0 AHOB= 40 ThisAOHG= 0 Baseline=     0.000 +/-     0.000
mFecChannel= 1 hubAddress= 21 pixelFedId= 0 pixelFedChannel= 4 rocCount= 3 globalRocId= 5 globalPortAddress= 6 pixelSlowHubPort= 5 pltSlowHubPort= 4 pixelSlowHubAddress= 0 
id= 2 portAddress= 1 pltFedId= 0 pltFedChannel= 11 pltSlowHubAddress= 1
PltFEDID= 0  pltFEDchannel= 11 rocid= 1 AHOB= 25 ThisAOHG= 0 Baseline=   274.847 +/-     0.895
PltFEDID= 0  pltFEDchannel= 11 rocid= 1 AHOB= 26 ThisAOHG= 0 Baseline=   332.693 +/-     0.938
PltFEDID= 0  pltFEDchannel= 11 rocid= 1 AHOB= 27 ThisAOHG= 0 Baseline=   394.159 +/-     1.012
PltFEDID= 0  pltFEDchannel= 11 rocid= 1 AHOB= 28 ThisAOHG= 0 Baseline=   456.668 +/-     0.969
PltFEDID= 0  pltFEDchannel= 11 rocid= 1 AHOB= 29 ThisAOHG= 0 Baseline=   521.190 +/-     1.042
PltFEDID= 0  pltFEDchannel= 11 rocid= 1 AHOB= 30 ThisAOHG= 0 Baseline=   584.109 +/-     0.965
PltFEDID= 0  pltFEDchannel= 11 rocid= 1 AHOB= 31 ThisAOHG= 0 Baseline=   650.445 +/-     1.035
PltFEDID= 0  pltFEDchannel= 11 rocid= 1 AHOB= 32 ThisAOHG= 0 Baseline=   717.611 +/-     1.084
PltFEDID= 0  pltFEDchannel= 11 rocid= 1 AHOB= 33 ThisAOHG= 0 Baseline=   784.591 +/-     1.001
PltFEDID= 0  pltFEDchannel= 11 rocid= 1 AHOB= 34 ThisAOHG= 0 Baseline=   849.421 +/-     1.140
PltFEDID= 0  pltFEDchannel= 11 rocid= 1 AHOB= 35 ThisAOHG= 0 Baseline=   917.020 +/-     1.155
PltFEDID= 0  pltFEDchannel= 11 rocid= 1 AHOB= 36 ThisAOHG= 0 Baseline=   984.155 +/-     1.042
PltFEDID= 0  pltFEDchannel= 11 rocid= 1 AHOB= 37 ThisAOHG= 0 Baseline=     0.000 +/-     0.000
PltFEDID= 0  pltFEDchannel= 11 rocid= 1 AHOB= 38 ThisAOHG= 0 Baseline=     0.000 +/-     0.000
PltFEDID= 0  pltFEDchannel= 11 rocid= 1 AHOB= 39 ThisAOHG= 0 Baseline=     0.000 +/-     0.000
PltFEDID= 0  pltFEDchannel= 11 rocid= 1 AHOB= 40 ThisAOHG= 0 Baseline=     0.000 +/-     0.000
mFecChannel= 1 hubAddress= 21 pixelFedId= 0 pixelFedChannel= 4 rocCount= 3 globalRocId= 5 globalPortAddress= 6 pixelSlowHubPort= 5 pltSlowHubPort= 4 pixelSlowHubAddress= 0 
id= 3 portAddress= 2 pltFedId= 0 pltFedChannel= 12 pltSlowHubAddress= 2
PltFEDID= 0  pltFEDchannel= 12 rocid= 2 AHOB= 25 ThisAOHG= 0 Baseline=   344.158 +/-     0.834
PltFEDID= 0  pltFEDchannel= 12 rocid= 2 AHOB= 26 ThisAOHG= 0 Baseline=   396.869 +/-     0.930
PltFEDID= 0  pltFEDchannel= 12 rocid= 2 AHOB= 27 ThisAOHG= 0 Baseline=   449.943 +/-     0.867
PltFEDID= 0  pltFEDchannel= 12 rocid= 2 AHOB= 28 ThisAOHG= 0 Baseline=   503.302 +/-     0.885
PltFEDID= 0  pltFEDchannel= 12 rocid= 2 AHOB= 29 ThisAOHG= 0 Baseline=   558.116 +/-     0.889
PltFEDID= 0  pltFEDchannel= 12 rocid= 2 AHOB= 30 ThisAOHG= 0 Baseline=   613.578 +/-     0.964
PltFEDID= 0  pltFEDchannel= 12 rocid= 2 AHOB= 31 ThisAOHG= 0 Baseline=   669.765 +/-     0.981
PltFEDID= 0  pltFEDchannel= 12 rocid= 2 AHOB= 32 ThisAOHG= 0 Baseline=   727.875 +/-     1.015
PltFEDID= 0  pltFEDchannel= 12 rocid= 2 AHOB= 33 ThisAOHG= 0 Baseline=   784.585 +/-     0.984
PltFEDID= 0  pltFEDchannel= 12 rocid= 2 AHOB= 34 ThisAOHG= 0 Baseline=   841.378 +/-     0.962
PltFEDID= 0  pltFEDchannel= 12 rocid= 2 AHOB= 35 ThisAOHG= 0 Baseline=   898.107 +/-     0.958
PltFEDID= 0  pltFEDchannel= 12 rocid= 2 AHOB= 36 ThisAOHG= 0 Baseline=   954.559 +/-     0.972
PltFEDID= 0  pltFEDchannel= 12 rocid= 2 AHOB= 37 ThisAOHG= 0 Baseline=     0.000 +/-     0.000
PltFEDID= 0  pltFEDchannel= 12 rocid= 2 AHOB= 38 ThisAOHG= 0 Baseline=     0.000 +/-     0.000
PltFEDID= 0  pltFEDchannel= 12 rocid= 2 AHOB= 39 ThisAOHG= 0 Baseline=     0.000 +/-     0.000
